id,name,dob,pob
0000965,Danny Boyle,1956-10-20,"Manchester, England, UK"
0941777,Sam Worthington,1976-08-02,"Godalming, Surrey, England, UK"
0757855,Zoe Saldana,1978-06-19,"New Jersey, USA"
0002332,Stephen Lang,1952-07-11,"New York City, New York, USA"
0881279,Lee Unkrich,1967-08-08,"Cleveland, Ohio, USA"
1985859,Mia Wasikowska,1989-10-14,"Canberra, Australia"
0004266,Anne Hathaway,1982-11-12,"Brooklyn, New York, USA"
0005377,Sam Rockwell,1968-11-05,"Daly City, California, USA"
1210124,Taylor Lautner,1992-02-11,"Grand Rapids, Michigan, USA"
1882152,Xavier Samuel,1983-12-10,"Hamilton, Victoria, Australia"
0397171,Bryce Dallas Howard,1981-03-02,"Los Angeles, California, USA"
1720541,David Slade,1969-09-26,UK
0419363,Christina Jastrzembska,,
0447695,Anna Kendrick,1985-08-09,"Portland, Maine, USA"
0919363,Chris Weitz,1969-11-30,"New York City, New York, USA"
0362766,Tom Hardy,1977-09-15,"Hammersmith, London, England, UK"
0913822,Ken Watanabe,1959-10-21,"Uonuma, Japan"
0005210,Tim McGraw,1967-05-01,"Delhi, Louisiana, USA"
2466842,Quinton Aaron,1984-08-15,"Bronx, New York City, New York, USA"
2934314,Lily Collins,1989-03-18,"Guildford, Surrey, England, UK"
0359387,John Lee Hancock,1957-01-01,"Longview, Texas, USA"
1258970,Russell Brand,1975-06-04,"Grays, Essex, England, UK"
1853544,Pierre Coffin,,
0593610,Mike Mitchell,,
1157048,Zachary Levi,1980-09-29,"Lake Charles, Louisiana, USA"
1693763,Matthew Gray Gubler,1980-03-09,"Las Vegas, Nevada, USA"
0272401,Craig Ferguson,1962-05-17,"Glasgow, Scotland, UK"
1065229,America Ferrera,1984-04-18,"Los Angeles, California, USA"
1706767,Jonah Hill,1983-12-20,"Los Angeles, California, USA"
0213450,Dean DeBlois,1970-06-07,
0835016,Mark Strong,1963-01-01,"London, England, UK"
0005363,Guy Ritchie,1968-09-10,"Hatfield, Hertfordshire, England, UK"
0378245,Taraji P. Henson,1970-09-11,"Washington, District of Columbia, USA"
3924219,Wenwen Han,,
0950552,Rongguang Yu,1958-01-01,"Beijing, China"
0958969,Harald Zwart,1965-07-01,Netherlands
0001605,Amanda Peet,1972-01-11,"New York City, New York, USA"
0252230,Chiwetel Ejiofor,1974-07-10,"Forest Gate, London, England, UK"
0002076,Jason Flemyng,1966-09-25,"Putney, London, England, UK"
2605345,Gemma Arterton,1986-01-12,"Gravesend, Kent, England, UK"
0504642,Louis Leterrier,1973-06-17,"Paris, France"
0005450,David Spade,1964-07-22,"Birmingham, Michigan, USA"
0001705,Rob Schneider,1963-10-31,"San Francisco, California, USA"
0719637,Jeremy Renner,1971-01-07,"Modesto, California, USA"
1107001,Anthony Mackie,1979-09-23,"New Orleans, Louisiana, USA"
1310016,Brian Geraghty,1974-05-13,"Toms River, New Jersey, USA"
0000941,Kathryn Bigelow,1951-11-27,"San Carlos, California, USA"
0443856,James Keane,1952-09-26,"Buffalo, New York, USA"
2485687,Anna Felix,,
0379200,Paul Herman,1946-03-29,"Brooklyn, New York, USA"
0101005,Tom Bower,1938-01-01,"Denver, Colorado, USA"
0178376,Scott Cooper,,
0491259,Melanie Laurent,1983-02-21,"Paris, France"
0910607,Christoph Waltz,1956-10-04,"Vienna, Austria"
0744834,Eli Roth,1972-04-18,"Boston, Massachusetts, USA"
1055413,Michael Fassbender,1977-04-02,"Heidelberg, Germany"
0000233,Quentin Tarantino,1963-03-27,"Knoxville, Tennessee, USA"
2829737,Gabourey Sidibe,1983-05-06,"Bedford-Stuyvesant, Brooklyn, New York City, New York, USA"
0594898,Mo'Nique,1967-12-11,"Woodlawn, Maryland, USA"
1745736,Paula Patton,1975-12-05,"Los Angeles, California, USA"
0001014,Mariah Carey,1969-03-27,"Huntington, New York, USA"
0791868,Sherri Shepherd,1967-04-22,"Chicago, Illinois, USA"
0200005,Lee Daniels,1959-12-24,"Philadelphia, Pennsylvania, USA"
0145284,John Castle,1940-01-14,"Croydon, Surrey, England, UK"
0856050,Nigel Terry,1945-08-15,"Bristol, England, UK"
0367431,Anthony Harvey,1931-06-03,"London, England, UK"
2492819,Rosie Huntington-Whiteley,1987-04-18,"Plymouth, Devon, England, UK"
0421822,Ken Jeong,1969,"Greensboro, North Carolina, USA"
0573618,Kevin McNally,1956-04-27,"Bristol, England, UK"
0601553,Mandy Moore,1984-04-10,"Nashua, New Hampshire, USA"
0614220,Donna Murphy,1959-03-07,"Corona, New York, USA"
0000579,Ron Perlman,1950-04-13,"New York City, New York, USA"
0301370,M.C. Gainey,1948-01-18,"Jackson, Mississippi, USA"
1977355,Nathan Greno,,
0397174,Byron Howard,,
0607865,Emily Mortimer,1971-12-01,"London, England, UK"
0412850,Eddie Izzard,1962-02-07,"Aden, Yemen"
0506977,Brad Lewis,,
1165110,Chris Hemsworth,1983-08-11,"Melbourne, Victoria, Australia"
2017943,Hayley Atwell,1982-04-05,"London, England, UK"
1659221,Sebastian Stan,1983-08-13,"Constanta, Romania"
0002653,Joe Johnston,1950-05-13,"Austin, Texas, USA"
1330560,Garrett Hedlund,1984-09-03,"Roseau, Minnesota, USA"
1312575,Olivia Wilde,1984-03-10,"New York City, New York, USA"
0000310,Bruce Boxleitner,1950-05-12,"Elgin, Illinois, USA"
0289656,James Frain,1968-03-14,"Leeds, England, UK"
2676052,Joseph Kosinski,1974-05-03,USA
0271657,Tom Felton,1987-09-22,"Kensington, London, England, UK"
1012501,Rupert Wyatt,1972-10-26,"England, UK"
2794962,Hailee Steinfeld,1996-12-11,"California, USA"
1325419,Kristen Wiig,1973-08-22,"Canandaigua, New York, USA"
0126284,Rose Byrne,1979-07-24,"Balmain, Sydney, New South Wales, Australia"
0748973,Maya Rudolph,1972-07-27,"Gainesville, Florida, USA"
2608689,Ellie Kemper,1980-05-02,"Kansas City, Missouri, USA"
0565250,Melissa McCarthy,1970-08-26,"Plainfield, Illinois, USA"
0270552,Paul Feig,1962-09-17,"Royal Oak, Michigan, USA"
0950775,Jennifer Yuh,,
0001394,Derek Jacobi,1938-10-22,"Leytonstone, London, England, UK"
0691928,Robert Portal,1967,"England, UK"
0228960,Richard Dixon,,
0393799,Tom Hooper,1972,"London, England, UK"
0005109,Mila Kunis,1983-08-14,"Chernovtsy, Chernivtsi, Ukraine"
0004716,Darren Aronofsky,1969-02-12,"Brooklyn, New York, USA"
0502425,Melissa Leo,1960-09-14,"New York City, New York, USA"
3923953,Mickey O'Keefe,,
0751102,David O. Russell,1958-08-20,"New York City, New York, USA"
1089991,Tom Hiddleston,1981-02-09,"Westminster, London, England, UK"
0001608,Barry Pepper,1970-04-04,"Campbell River, British Columbia, Canada"
0000110,Kenneth Branagh,1960-12-10,"Belfast, Northern Ireland, UK"
0749263,Mark Ruffalo,1967-11-22,"Kenosha, Wisconsin, USA"
0923736,Joss Whedon,1964-06-23,"New York City, New York, USA"
0001804,Stanley Tucci,1960-11-11,"Peekskill, New York, USA"
2225369,Jennifer Lawrence,1990-08-15,"Louisville, Kentucky, USA"
3094377,Willow Shields,2000-06-01,"Albuquerque, New Mexico, USA"
2955013,Liam Hemsworth,1990-01-13,"Melbourne, Victoria, Australia"
0002657,Gary Ross,1956-11-03,"Los Angeles, California, USA"
0083655,Gil Birmingham,1953-07-13,"San Antonio, Texas, USA"
1940449,Andrew Garfield,1983-08-20,"Los Angeles, California, USA"
1297015,Emma Stone,1988-11-06,"Scottsdale, Arizona, USA"
0406975,Rhys Ifans,1967-07-22,"Haverfordwest, Pembrokeshire, Wales, UK"
1989536,Marc Webb,1974-08-31,
0175262,Billy Connolly,1942-11-24,"Anderston, Glasgow, Scotland, UK"
0910278,Julie Walters,1950-02-22,"Smethwick, West Midlands, England, UK"
0028764,Mark Andrews,,
0152312,Brenda Chapman,,
0532235,Seth MacFarlane,1973-10-26,"Kent, Connecticut, USA"
0570364,Joel McHale,1971-11-20,"Rome, Lazio, Italy"
0000610,Giovanni Ribisi,1974-12-17,"Los Angeles, California, USA"
1374980,Zac Efron,1987-10-18,"San Luis Obispo, California, USA"
2357847,Taylor Swift,1989-12-13,"Reading, Pennsylvania, USA"
0719208,Chris Renaud,,
0049633,Kyle Balda,,
0670408,Simon Pegg,1970-02-14,"Gloucester, Gloucestershire, England, UK"
0638824,Michael Nyqvist,1960-11-08,
0636426,Noomi Rapace,1979-12-28,
0364813,Jared Harris,1961-08-24,"London, England, UK"
1318596,Jemaine Clement,1974-01-10,New Zealand
0205626,Viola Davis,1965-08-11,"Saint Matthews, South Carolina, USA"
0818055,Octavia Spencer,1970-05-25,"Montgomery, Alabama, USA"
1567113,Jessica Chastain,1977-03-24,"Sacramento, California, USA"
0853238,Tate Taylor,,
0241121,Jean Dujardin,1972-06-19,"Rueil-Malmaison, Hauts-de-Seine, France"
0067367,Berenice Bejo,1976-07-07,"Buenos Aires, Argentina"
0000542,Penelope Ann Miller,1964-01-13,"Los Angeles, California, USA"
0371890,Michel Hazanavicius,1967-03-29,"Paris, France"
0114742,Susan Brown,1946-05-06,"Bristol, England, UK"
1927126,Alice da Cunha,,
3564817,Phoebe Waller-Bridge,,
0502097,Kai Lennox,,
0590122,Mike Mills,1966,"Berekley, California, USA"
0000948,Shane Black,1961-12-16,"Pittsburgh, Pennsylvania, USA"
0000973,Benjamin Bratt,1963-12-16,"San Francisco, California, USA"
1388927,Miranda Cosgrove,1993-05-14,"Los Angeles, California, USA"
0365140,Naomie Harris,1976-09-06,"London, England, UK"
0293509,Martin Freeman,1971-09-08,"Aldershot, Hampshire, England, UK"
0035514,Richard Armitage,1971-08-22,"Leicester, Leicestershire, England, UK"
0832792,Ken Stott,1955,"Edinburgh, Scotland, UK"
0574615,Graham McTavish,1961,"Glasgow, Scotland, UK"
0004906,Peter Facinelli,1973-11-26,"Queens, New York City, New York, USA"
0714147,Elizabeth Reaser,1975-06-15,"Bloomfield, Michigan, USA"
0147147,Henry Cavill,1983-05-05,"Jersey, Channel Islands, UK"
0788335,Michael Shannon,1974-08-07,"Lexington, Kentucky, USA"
0425005,Dwayne Johnson,1972-05-02,"Hayward, California, USA"
0931329,Michelle Williams,1980-09-09,"Kalispell, Montana, USA"
0798971,Sarah Silverman,1970-12-01,"Bedford, New Hampshire, USA"
1442113,Jack McBrayer,1973-05-27,"Macon, Georgia, USA"
0601781,Rich Moore,,
0001416,Catherine Keener,1959-03-23,"Miami, Florida, USA"
0210320,Kirk De Micco,,
0761498,Chris Sanders,1960-03-12,"Colorado, USA"
0000652,James Spader,1960-02-07,"Boston, Massachusetts, USA"
0186505,Bryan Cranston,1956-03-07,"Canoga Park, California, USA"
0001255,Victor Garber,1949-03-16,"London, Ontario, Canada"
0915865,Jacki Weaver,1947-05-25,"Sydney, New South Wales, Australia"
4139037,Suraj Sharma,,
0451234,Irrfan Khan,1967-01-07,"Jaipur, Rajasthan, India"
4853568,Ayush Tandon,,
5306953,Gautam Belur,,
1300009,Adil Hussain,,
0257969,Mireille Enos,1975-09-22,"Houston, Texas, USA"
2020146,Daniella Kertesz,1989,Israel
0197647,James Badge Dale,1978-05-01,"New York City, New York, USA"
0091253,Ludi Boeken,,
0286975,Marc Forster,1969-11-30,"Illertissen, Bavaria, Germany"
0768959,Dan Scanlon,,
4425051,Jack Quaid,1992-04-24,
1193262,Taylor St. Clair,,
0480808,Sandra Ellis Lafferty,1940-08-02,
0068338,Kristen Bell,1980-07-18,"Huntington Woods, Michigan, USA"
0579953,Idina Menzel,1971-05-30,"Syosset, New York, USA"
2676147,Jonathan Groff,1985-03-26,"Lancaster, Pennsylvania, USA"
1265802,Josh Gad,1981-02-23,"Hollywood, Florida, USA"
2949014,Santino Fontana,,
1601644,Jennifer Lee,,
0695435,Chris Pratt,1979-06-21,"Virginia, Minnesota, USA"
1176985,Dave Bautista,1969-01-18,"Washington, District of Columbia, USA"
0348181,James Gunn,1970-08-05,"Saint Louis, Missouri, USA"
1241511,Orto Ignatiussen,,
2060857,Phaldut Sharma,,
0751577,Anthony Russo,,
0751648,Joe Russo,,
0006969,Elizabeth Banks,1974-02-10,"Pittsfield, Massachusetts, USA"
1911947,Craig Berry,,
1555340,Alison Brie,1982-12-29,"Los Angeles County, California, USA"
0123262,David Burrows,,
0520488,Phil Lord,1975-07-12,"Miami, Florida, USA"
2443758,Nicola Peltz,1995-01-09,"Westchester County, New York, USA"
2930503,Jack Reynor,1992-01-23,"Longmont, Colorado, USA"
1102577,Elle Fanning,1998-04-09,"Conyers, Georgia, USA"
1663205,Sharlto Copley,1973-11-27,"Johannesburg, South Africa"
0544334,Lesley Manville,1956-03-12,"Brighton, East Sussex, England, UK"
0001767,Imelda Staunton,1956-01-09,"London, England, UK"
0834902,Robert Stromberg,,
0785227,Andy Serkis,1964-04-20,"Ruislip, London, England, UK"
0164809,Jason Clarke,1969-07-17,"Winton, Queensland, Australia"
0005392,Keri Russell,1976-03-23,"Fountain Valley, California, USA"
1527905,Toby Kebbell,1982-07-09,"Pontefract, Yorkshire, England, UK"
0716257,Matt Reeves,1966-04-27,"Rockville Center, New York, USA"
0851930,Alan Taylor,1965,
2851530,Dane DeHaan,1987-02-06,"Allentown, Pennsylvania, USA"
0272173,Colm Feore,1958-08-22,"Boston, Massachusetts, USA"
1093951,Aaron Taylor-Johnson,1990-06-13,"High Wycombe, Buckinghamshire, England, UK"
2640264,CJ Adams,,
0647634,Elizabeth Olsen,1989-02-16,"Sherman Oaks, California, USA"
2284484,Gareth Edwards,,
0751518,Wyatt Russell,1986-07-10,"Los Angeles, California, USA"
0828226,Amber Stevens,1986-10-07,"Los Angeles, California, USA"
2024927,Alan Ritchson,1984-11-28,"Grand Forks, North Dakota, USA"
0279720,Noel Fisher,1984-03-13,"Vancouver, British Columbia, Canada"
0509448,Jonathan Liebesman,1976-09-15,"Johannesburg, South Africa"
4833412,Dwight Henry,,
6003176,Dickie Gravois,,
0061262,Bryan Batt,1963-03-01,"New Orleans, Louisiana, USA"
2588606,Steve McQueen,1969-10-09,"London, England, UK"
0000190,Matthew McConaughey,1969-11-04,"Uvalde, Texas, USA"
0001467,Jared Leto,1971-12-26,"Bossier City, Louisiana, USA"
0641354,Denis O'Hare,1962-01-17,"Kansas City, Missouri, USA"
0001872,Steve Zahn,1967-11-13,"Marshall, Minnesota, USA"
0885249,Jean-Marc Vallée,1963,"Montreal, Quebec, Canada"
0137516,Joy Carlin,,
0176384,Richard Conti,1952-05-06,"Melrose, Massachusetts, USA"
1973610,Glen Caspillo,,
2143282,Lupita Nyong'o,1983-03-01,"Mexico City, Distrito Federal, Mexico"
1475594,Channing Tatum,1980-04-26,"Cullman, Alabama, USA"
1339223,Ty Simpkins,,
1119880,Colin Trevorrow,1976-09-13,"San Francisco, California, USA"
0688132,Amy Poehler,1971-09-16,"Burlington, Massachusetts, USA"
0809613,Phyllis Smith,1951-07-10,"Lemay, Missouri, USA"
0454236,Richard Kind,1956-11-22,"Trenton, New Jersey, USA"
0352778,Bill Hader,1978-06-07,"Tulsa, Oklahoma, USA"
0085400,Lewis Black,1948-08-30,"Silver Spring, Maryland, USA"
0215455,Ronaldo Del Carmen,1959-12-31,Philippines
0005458,Jason Statham,1967-07-26,"Shirebrook, Derbyshire, England, UK"
1490123,James Wan,1977-02-26,"Kuching, Sarawak, Malaysia"
0358316,Jon Hamm,1971-03-10,"St. Louis, Missouri, USA"
0176869,Steve Coogan,1965-10-14,"Middleton, Manchester, England, UK"
0272581,Rebecca Ferguson,1983-10-19,Sweden
0003160,Christopher McQuarrie,1968,"Princeton, New Jersey, USA"
0973177,Kyle Gallner,1986-10-22,"West Chester, Pennsylvania, USA"
6518675,Cole Konis,,
0715314,Ben Reed,1965-05-01,"Bixby, Oklahoma, USA"
0731826,Elise Robertson,,
1242688,Josh Hutcherson,1992-10-12,"Union, Kentucky, USA"
0012523,Scott Adsit,1965-11-26,"Northbrook, Illinois, USA"
3994407,Ryan Potter,,"Portland, Oregon, USA"
2024644,Daniel Henney,1979-11-28,USA
2554352,T.J. Miller,1981-06-04,"Denver, Colorado, USA"
1512166,Jamie Chung,1983-04-10,"San Francisco, California, USA"
2320658,Don Hall,,
0930261,Chris Williams,,
3237775,Mackenzie Foy,2000-11-10,USA
3154303,Timothee Chalamet,,
4141252,Lily James,1989-04-05,"Esher, Surrey, England, UK"
0534635,Richard Madden,1986-06-18,"Elderslie, Renfrewshire, Scotland, UK"
1996829,Nonso Anozie,1979,"London, England, UK"
2313103,Rebel Wilson,1980-03-02,"Sydney, New South Wales, Australia"
0811242,Brittany Snow,1986-03-09,"Tampa, Florida, USA"
2799457,Skylar Astin,1987-09-23,"New York City, New York, USA"
2196179,Kenny Chin,,
3691128,Jamahl Garrison-Lowe,,
0327944,Alejandro Gonzalez Inarritu,1963-08-15,"Mexico City, Distrito Federal, Mexico"
1519666,Eddie Redmayne,1982-01-06,"London, England, UK"
0428065,Felicity Jones,1983-10-17,"Birmingham, West Midlands, England, UK"
4350114,Tom Prior,,
6240141,Sophie Perry,,
6887408,Finlay Wright-Stephens,,
1016428,James Marsh,1963-04-30,"Truro, Cornwall, England, UK"
0574460,Shane McRae,1977-07-23,"Gainesville, Florida, USA"
1446060,Hunter Parrish,1987-05-13,"Richmond, Virginia, USA"
0322144,Richard Glatzer,2015-03-10,"Flushing, Queens, New York City, New York, USA"
0922903,Wash Westmoreland,1966-03-04,"Leeds, England, UK"
1886602,Miles Teller,1987-02-20,"Downingtown, Pennsylvania, USA"
0799777,J.K. Simmons,1955-01-09,"Detroit, Michigan, USA"
0001663,Paul Reiser,1957-03-30,"New York City, New York, USA"
2552034,Melissa Benoist,1988-10-04,"Littleton, Colorado, USA"
3271473,Austin Stowell,,"Kensington, Connecticut, USA"
3227090,Damien Chazelle,1985-01-19,"Providence, Rhode Island, USA"
1294664,Ellar Coltrane,1994-08-27,"Austin, Texas, USA"
6567391,Elijah Smith,,
1085951,Lorelei Linklater,1994-05-29,"San Miguel de Allende, Guanajuato, Mexico"
0697637,Steven Chester Prince,,
0000500,Richard Linklater,1960-07-30,"Houston, Texas, USA"
3485845,Adam Driver,1983-11-19,"San Diego, California, USA"
5397459,Daisy Ridley,1992-04-10,"London, England, UK"
0642145,Ed O'Neill,1946-04-12,"Youngstown, Ohio, USA"
0647698,Kaitlin Olson,1975-08-18,"Portland, Oregon, USA"
5348776,Hayden Rolence,,
0533691,Angus MacLane,,
5888481,Neel Sethi,2003-12-22,"New York City, New York, USA"
0252961,Idris Elba,1972-09-06,"Hackney, London, England, UK"
0127373,Louis C.K.,1967-09-12,"Washington, District of Columbia, USA"
0832314,Eric Stonestreet,1971-09-09,"Kansas City, Kansas, USA"
0366389,Kevin Hart,1979-07-06,"Philadelphia, Pennsylvania, USA"
2809577,Jenny Slate,1982-03-25,"Milton, Massachusetts, USA"
0155528,Yarrow Cheney,,
4175221,Karan Soni,,
4534098,Ed Skrein,1983-03-29,"Camden, London, England, UK"
0073088,Michael Benyaer,1970-05-25,"Vancouver, British Columbia, Canada"
1292973,Stefan Kapicic,1978-12-01,"Cologne, North Rhine-Westphalia, Germany"
1783265,Tim Miller,,
1535594,Nate Torrence,1977-12-01,"Canton, Ohio, USA"
0251986,Jesse Eisenberg,1983-10-05,"New York City, New York, USA"
2968738,Jaime FitzSimons,,
0054697,Ike Barinholtz,1977-02-18,"Chicago, Illinois, USA"
3053338,Margot Robbie,1990-07-02,"Dalby, Queensland, Australia"
0246024,Christopher Dyson,1978-08-27,"Toronto, Canada"
0043742,David Ayer,1968-01-18,"Champaign, Illinois, USA"
0671567,Michael Pena,1976-01-13,"Chicago, Illinois, USA"
2244205,Lea Seydoux,1985-07-01,"Paris, France"
0805476,John Slattery,1962-08-13,"Boston, Massachusetts, USA"
0565336,Tom McCarthy,1966-06-07,"New Providence, New Jersey, USA"
1727304,Domhnall Gleeson,1983-05-12,"Dublin, Ireland"
2401020,Will Poulter,1993-01-28,"England, UK"
5569442,Forrest Goodluck,1998-08-06,"Albuquerque, New Mexico, USA"
0488953,Brie Larson,1989-10-01,"Sacramento, California, USA"
5016878,Jacob Tremblay,2006-10-05,"Vancouver, British Columbia, Canada"
0108703,Sean Bridgers,1968-03-15,"Chapel Hill, North Carolina, USA"
3223622,Sandy McMaster,,
1049433,Lenny Abrahamson,1966-11-30,"Dublin, Ireland"
0753314,Mark Rylance,1960-01-18,"Ashford, Kent, England, UK"
0518511,Domenick Lombardozzi,1976-03-25,"Bronx, New York, USA"
0894141,Victor Verhaeghe,,
2795735,Mark Fichera,,
0404427,Brian Hutchison,,
2539953,Alicia Vikander,1988-10-03,"Gothenburg, Vastra Gotalands lan, Sweden"
0797860,Tusse Silberg,,"Stockholm, Sweden"
0771621,Adrian Schiller,,
1720028,Amber Heard,1986-04-22,"Austin, Texas, USA"
0947447,Donnie Yen,1963-07-27,"Canton, China"
0422638,Wen Jiang,1963-01-05,"Tangshan, China"
1405398,Dan Stevens,1982-10-10,"Croydon, Surrey, England, UK"
1812656,Luke Evans,1979-04-15,"Pontypool, Wales, UK"
2933757,Gal Gadot,1985-04-30,"Rosh Ha'ayin, Israel"
0396812,Danny Huston,1962-05-14,"Rome, Lazio, Italy"
0420941,Patty Jenkins,1971-07-24,"George Air Force Base, Victorville, California, USA"
4043618,Tom Holland,1996-06-01,"Kingston upon Thames, England, UK"
1218281,Jon Watts,1981-06-28,"Fountain, Colorado, USA"
1134029,Garth Jennings,1972,"Epping, Essex, England, UK"
2888554,Christophe Lourdelet,,
0005295,Trey Parker,1969-10-19,"Conifer, Colorado, USA"
3269138,Dana Gaier,,
7635388,Auli'i Cravalho,2000-11-22,"Kohala, Hawaii, USA"
1344302,Rachel House,1971-10-20,"Auckland, New Zealand"
0607325,Temuera Morrison,1960-12-26,"Rotorua, North Island, New Zealand"
0615780,John Musker,1953-11-08,"Chicago, Illinois, USA"
0714866,Sam Redford,,
2580832,Scott Goldman,,
0072758,Tim Bentinck,1953-06-11,"Tasmania, Australia"
0846925,Tristan Tait,1971-08-02,"Santa Barbara, California, USA"
1212722,Benedict Cumberbatch,1976-07-19,"Hammersmith, London, England, UK"
0938950,Benedict Wong,1970,"Manchester, England, UK"
0220600,Scott Derrickson,1966-07-16,"Denver, Colorado, USA"
6748436,Dafne Keen,,
2933542,Boyd Holbrook,1981-09-01,"Prestonsburg, Kentucky, USA"
0580351,Stephen Merchant,1974-11-24,"Bristol, England, UK"
0336620,F. Gary Gray,1969-07-17,"New York City, New York, USA"
5897057,Jaeden Lieberher,,
5582294,Jeremy Ray Taylor,,
6096118,Sophia Lillis,2002-02-13,"Brooklyn, New York City, New York, USA"
6016511,Finn Wolfhard,,
7483475,Chosen Jacobs,,
0615592,Andy Muschietti,,
0991810,Mahershala Ali,1974-02-16,"Oakland, California, USA"
8401402,Shariff Earp,,
5429086,Duan Sanderson,,
7683379,Alex R. Hibbert,,
1847117,Janelle Monae,1985-12-01,"Kansas City, Kansas, USA"
1503575,Barry Jenkins,1979-11-19,"Miami, Florida, USA"
0000729,Casey Affleck,1975-08-12,"Falmouth, Massachusetts, USA"
7164242,Ben O'Brien,,
0151419,Kyle Chandler,1965-09-17,"Buffalo, New York, USA"
0232426,Richard Donelly,,
8587165,Virginia Loring Cooke,,
0518836,Kenneth Lonergan,1962-10-16,"New York City, New York, USA"
0331516,Ryan Gosling,1980-11-12,"London, Ontario, Canada"
2353430,Amiee Conn,1985-08-29,"Santa Rosa, California, USA"
0881814,Terry Walters,,
3235876,Thom Shelton,,
0376610,Stephen Henderson,1949-08-31,"Kansas City, Missouri, USA"
5381254,Jovan Adepo,,"Oxfordshire, England, UK"
0395203,Russell Hornsby,1974-05-15,"San Francisco, California, USA"
1569276,Chadwick Boseman,1977-11-29,"Anderson, South Carolina, USA"
0430107,Michael B. Jordan,1987-02-09,"Santa Ana, California, USA"
1775091,Danai Gurira,1978-02-14,"Grinnell, Iowa, USA"
3363032,Ryan Coogler,1986-05-23,"Oakland, California, USA"
3915784,John Boyega,1992-03-17,"Peckham, London, England, UK"
0426059,Rian Johnson,1973-12-17,"Silver Spring, Maryland, USA"
1102970,Sarah Vowell,1969-12-27,"Muskogee, Oklahoma, USA"
9133740,Huck Milner,,
1245863,Rafe Spall,1983-03-10,"Camberwell, London, England, UK"
6819854,Justice Smith,1995-08-09,"Los Angeles, California, USA"
4427331,Daniella Pineda,1987-02-20,"Oakland, California, USA"
1291105,J.A. Bayona,1975-05-09,"Barcelona, Catalonia, Spain"
2394794,Karen Gillan,1987-11-28,"Inverness, Scotland, UK"
1055302,Rhys Darby,1974-03-21,New Zealand
0440458,Jake Kasdan,1974-10-28,"Detroit, Michigan, USA"
1072555,Morena Baccarin,1979-06-02,"Rio de Janeiro, Rio de Janeiro, Brazil"
5421877,Julian Dennison,,"Wellington, New Zealand"
5939164,Zazie Beetz,,
0500610,David Leitch,,
0169806,Taika Waititi,1975-08-16,"Wellington, New Zealand"
3009232,Ezra Miller,1992-09-30,"Hoboken, New Jersey, USA"
1431940,Evangeline Lilly,1979-08-03,"Fort Saskatchewan, Alberta, Canada"
0324658,Walton Goggins,1971-11-10,"Birmingham, Alabama, USA"
0134072,Bobby Cannavale,1970-05-03,"Union City, New Jersey, USA"
0715636,Peyton Reed,1964-07-03,"Raleigh, North Carolina, USA"
2403277,Alden Ehrenreich,1989-11-22,"Los Angeles, California, USA"
6934058,Joonas Suotamo,1986-10-03,"Espoo, Finland"
3592338,Emilia Clarke,1986-10-23,"London, England, UK"
2255973,Donald Glover,1983-09-25,"Edwards Air Force Base, California, USA"
0305558,Gael Garcia Bernal,1978-11-30,"Guadalajara, Jalisco, Mexico"
0005513,Alanna Ubach,1975-10-03,"Downey, California, USA"
0896149,Renee Victor,,
2937122,Adrian Molina,,
1020089,Sally Hawkins,1976-04-27,"Dulwich, London, England, UK"
0420955,Richard Jenkins,1947-05-04,"DeKalb, Illinois, USA"
0836121,Michael Stuhlbarg,1968-07-05,"Long Beach, California, USA"
0868219,Guillermo del Toro,1964-10-09,"Guadalajara, Jalisco, Mexico"
0578853,Ben Mendelsohn,1969-04-03,"Melbourne, Victoria, Australia"
0681975,Ronald Pickup,1940-06-07,"Chester, England, UK"
0942504,Joe Wright,1972-08-25,"London, England, UK"
2655177,Caleb Landry Jones,1989-12-07,"Garland, Texas, USA"
0174403,Kerry Condon,1983-01-04,"Tipperary, Ireland"
6019128,Alejandro Barrios,,
1732981,Martin McDonagh,1970-03-26,"Camberwell, London, England, UK"
0629855,Julianne Nicholson,1971-07-01,"Medford, Massachusetts, USA"
3236159,Paul Walter Hauser,1986-10-15,"Grand Rapids, Michigan, USA"
0318916,Craig Gillespie,1967-09-01,"Sydney, New South Wales, Australia"
5645519,Anthony Gonzalez,,
1056659,John Oliver,1977-04-23,"Birmingham, England, UK"
0434712,John Kani,1942-11-30,"New Brighton, South Africa"
0001633,Annie Potts,1952-10-28,"Nashville, Tennessee, USA"
0355024,Tony Hale,1970-09-30,"West Point, New York, USA"
1221047,Keegan-Michael Key,1971-03-22,"Southfield, Michigan, USA"
2155757,Josh Cooley,,
1349818,Anna Boden,1979-10-20,"Newton, Massachusetts, USA"
0281396,Ryan Fleck,1976-09-20,"Berkeley, California, USA"
4565815,Mena Massoud,1991-09-17,"Cairo, Egypt"
4305463,Naomi Scott,1993-05-06,"London, England, UK"
3092471,Marwan Kenzari,1983-01-16,"The Hague, Zuid-Holland, Netherlands"
1041023,Navid Negahban,1968-06-02,Iran
0597388,Jason Momoa,1979-08-01,"Honolulu, Hawaii, USA"
0933940,Patrick Wilson,1973-07-03,"Norfolk, Virginia, USA"
7372981,Cameron Seely,,
0429069,Rashida Jones,1976-02-25,"Los Angeles, California, USA"
1214289,Pharrell Williams,1973-04-05,"Virginia Beach, Virginia, USA"
